🚤稳定-港台,#genre#
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.100.90:8278/Cn/playlist.m3u8


Nickelodeon,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Nickjr/playlist.m3u8
Baby TV Eng,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Babytv/playlist.m3u8
Boomerang,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Boomerang/playlist.m3u8
Kids TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/KidsTV/playlist.m3u8
CBeebies,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Cbeebies/playlist.m3u8
Disney Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.220.74:8278/Cn/playlist.m3u8

Nickelodeon,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Nickjr/playlist.m3u8
Baby TV Eng,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Babytv/playlist.m3u8
Boomerang,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Boomerang/playlist.m3u8
Kids TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/KidsTV/playlist.m3u8
CBeebies,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Cbeebies/playlist.m3u8
Disney Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.10:8278/Cn/playlist.m3u8

Nickelodeon,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Nickjr/playlist.m3u8
Baby TV Eng,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Babytv/playlist.m3u8
Boomerang,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Boomerang/playlist.m3u8
Kids TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/KidsTV/playlist.m3u8
CBeebies,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Cbeebies/playlist.m3u8
Disney Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.64.170:8278/Cn/playlist.m3u8


Nickelodeon,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Nickjr/playlist.m3u8
Baby TV Eng,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Babytv/playlist.m3u8
Boomerang,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Boomerang/playlist.m3u8
Kids TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/KidsTV/playlist.m3u8
CBeebies,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Cbeebies/playlist.m3u8
Disney Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://198.16.106.155:8278/Cn/playlist.m3u8

Nickelodeon,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Nickjr/playlist.m3u8
Baby TV Eng,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Babytv/playlist.m3u8
Boomerang,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Boomerang/playlist.m3u8
Kids TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/KidsTV/playlist.m3u8
CBeebies,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Cbeebies/playlist.m3u8
Disney Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/momo1_twn/playlist.m3u8
靖天卡通台,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/boomerang_twn/playlist.m3u8
Baby TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/babytv_twn/playlist.m3u8
MiaoMi,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/MiaoMi/playlist.m3u8
Animax,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Animax/playlist.m3u8
东森幼幼 Yoyo TV,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://jeffrey.qwl1965.top/電信聅嗵/LeoTV.php?playurl=http://50.7.168.234:8278/Cn/playlist.m3u8


🔁轮播剧场,#genre#
成龙,https://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
沈腾,https://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
周星驰,https://txtest-xp2p.p2p.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.xs
星爷粤语,https://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.xs
吴孟达,https://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
李连杰,https://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
刘德华,https://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
周润发,https://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
王晶,https://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
徐峥,https://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
赵文卓,https://txtest-xp2p.p2p.huya.com/src/1423782080-1423782080-6115097470230855680-2847687616-10057-A-0-1.xs
林正英,https://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
刘家辉,https://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs
甄子丹,https://txtest-xp2p.p2p.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.xs
叶问专场,https://txtest-xp2p.p2p.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.xs
贺岁影院,https://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
韩国高分,https://txtest-xp2p.p2p.huya.com/src/1423782047-1423782047-6115097328496934912-2847687550-10057-A-0-1.xs
灾难电影,https://txtest-xp2p.p2p.huya.com/src/1524439836-1524439836-6547419240339603456-3049003128-10057-A-0-1.xs
灾难来临,https://txtest-xp2p.p2p.huya.com/src/1423782052-1423782052-6115097349971771392-2847687560-10057-A-0-1.xs
小鬼当家,https://txtest-xp2p.p2p.huya.com/src/1099531752773-1099531752773-86436203947098112-2199063629002-10057-A-0-1.xs
死神来了,https://txtest-xp2p.p2p.huya.com/src/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.xs
金庸群侠,https://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
八点档,https://txtest-xp2p.p2p.huya.com/src/1524439855-1524439855-6547419321943982080-3049003166-10057-A-0-1.xs
漫威英雄[1280*544],https://txtest-xp2p.p2p.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.xs
警匪电影,https://txtest-xp2p.p2p.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1.xs
犯罪电影,https://txtest-xp2p.p2p.huya.com/src/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1.xs
黑白对峙,https://txtest-xp2p.p2p.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.xs
警匪犯罪,https://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
校园热血,https://txtest-xp2p.p2p.huya.com/src/1423787819-1423787819-6115122119048167424-2847699094-10057-A-0-1.xs
动作电影,https://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
喜剧专场,https://txtest-xp2p.p2p.huya.com/src/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.xs
加勒比海盗,https://txtest-xp2p.p2p.huya.com/src/1099531752785-1099531752785-86436255486705664-2199063629026-10057-A-0-1.xs
合家喜剧,https://txtest-xp2p.p2p.huya.com/src/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1.xs
007系列,https://txtest-xp2p.p2p.huya.com/src/1099531752778-1099531752778-86436225421934592-2199063629012-10057-A-0-1.xs
巨石强森,https://txtest-xp2p.p2p.huya.com/src/1099531752774-1099531752774-86436208242065408-2199063629004-10057-A-0-1.xs
杰森斯坦森,https://txtest-xp2p.p2p.huya.com/src/1099531752779-1099531752779-86436229716901888-2199063629014-10057-A-0-1.xs
古墓系列,https://txtest-xp2p.p2p.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.xs
战争电影,https://txtest-xp2p.p2p.huya.com/src/1099531752768-1099531752768-86436182472261632-2199063628992-10057-A-0-1.xs
迷失陪看,https://txtest-xp2p.p2p.huya.com/src/1524434083-1524434083-6547394531392749568-3048991622-10057-A-0-1.xs
悠悠观影,https://txtest-xp2p.p2p.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.xs
国外谍战,https://txtest-xp2p.p2p.huya.com/src/1099531752780-1099531752780-86436234011869184-2199063629016-10057-A-0-1.xs
蘑菇陪看,https://txtest-xp2p.p2p.huya.com/src/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.xs
古装战争,https://txtest-xp2p.p2p.huya.com/src/1099531752788-1099531752788-86436268371607552-2199063629032-10057-A-0-1.xs
篮球电影,https://txtest-xp2p.p2p.huya.com/src/1099531752777-1099531752777-86436221126967296-2199063629010-10057-A-0-1.xs
盗墓经典,https://txtest-xp2p.p2p.huya.com/src/1099531752747-1099531752747-86436092277948416-2199063628950-10057-A-0-1.xs
黑帮大片,https://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.xs
异形轮播,https://txtest-xp2p.p2p.huya.com/src/1099531752770-1099531752770-86436191062196224-2199063628996-10057-A-0-1.xs
漫威英雄,https://txtest-xp2p.p2p.huya.com/src/1099531752772-1099531752772-86436199652130816-2199063629000-10057-A-0-1.xs
怪兽系列,https://txtest-xp2p.p2p.huya.com/src/1099531752749-1099531752749-86436100867883008-2199063628954-10057-A-0-1.xs
女神系列,https://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs
🔁虎牙影剧,#genre#
天龙八部,https://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
倚天屠龙https://txtest-xp2p.p2p.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.xs
神雕侠侣,https://txtest-xp2p.p2p.huya.com/src/1423787869-1423787869-6115122333796532224-2847699194-10057-A-0-1.xs
金庸经典,https://txtest-xp2p.p2p.huya.com/src/1524439846-1524439846-6547419283289276416-3049003148-10057-A-0-1.xs
三国演义,https://txtest-xp2p.p2p.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.xs
新三国演义,https://txtest-xp2p.p2p.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1.xs
吕不韦,https://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777027178-10057-A-0-1.xs
芈月传,https://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
大秦帝国,https://txtest-xp2p.p2p.huya.com/src/1524439835-1524439835-6547419236044636160-3049003126-10057-A-0-1.xs
大秦赋,https://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
庆余年,https://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
神探狄仁杰,https://txtest-xp2p.p2p.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1.xs
狄仁杰,https://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
纪晓岚,https://txtest-xp2p.p2p.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1.xs
神医喜来乐https://txtest-xp2p.p2p.huya.com/src/1524418104-1524418104-6547325902110326784-3048959664-10057-A-0-1.xs
大宅门3,https://txtest-xp2p.p2p.huya.com/src/1423787852-1423787852-6115122260782088192-2847699160-10057-A-0-1.xs
乔家大院,https://txtest-xp2p.p2p.huya.com/src/1394575560-1394575560-5989656422000885760-2789274576-10057-A-0-1.xs
铁道游击队,https://txtest-xp2p.p2p.huya.com/src/1423787821-1423787821-6115122127638102016-2847699098-10057-A-0-1.xs
穿越火线,https://txtest-xp2p.p2p.huya.com/src/1394575538-1394575538-5989656327511605248-2789274532-10057-A-0-1.xs
民兵葛二蛋,https://txtest-xp2p.p2p.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
精武英雄,https://txtest-xp2p.p2p.huya.com/src/59087345-59087345-253778214382469120-2847687592-10057-A-0-1.xs
士兵突击,https://txtest-xp2p.p2p.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.xs
邻里一家亲,https://txtest-xp2p.p2p.huya.com/src/1394575549-1394575549-5989656374756245504-2789274554-10057-A-0-1.xs
父母爱情,https://txtest-xp2p.p2p.huya.com/src/1524439831-1524439831-6547419218864766976-3049003118-10057-A-0-1.xs
安家,https://txtest-xp2p.p2p.huya.com/src/1524434084-1524434084-6547394535687716864-3048991624-10057-A-0-1.xs
阳光快乐生活,https://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-3049003162-10057-A-0-1.xs
偶像剧集,https://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
终极三国,https://txtest-xp2p.p2p.huya.com/src/1099531752756-1099531752756-86436130932654080-2199063628968-10057-A-0-1.xs
古装剧集https://txtest-xp2p.p2p.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.xs
龙门镖局,https://txtest-xp2p.p2p.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.xs
盗墓笔记,https://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
一代枭雄,https://txtest-xp2p.p2p.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.xs
一代宗师,https://txtest-xp2p.p2p.huya.com/src/1423782021-1423782021-6115097216827785216-2847687498-10057-A-0-1.xs
医馆笑传,https://txtest-xp2p.p2p.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.xs
僵尸之地,https://txtest-xp2p.p2p.huya.com/src/1099531752771-1099531752771-86436195357163520-2199063628998-10057-A-0-1.xs
李卫当官,https://txtest-xp2p.p2p.huya.com/src/1524418076-1524418076-6547325781851242496-3048959608-10057-A-0-1.xs
爱情公寓https://txtest-xp2p.p2p.huya.com/src/1388474069-1388474069-5963450717699047424-2777071594-10057-A-0-1.xs
宝莲灯,https://txtest-xp2p.p2p.huya.com/src/1099531752757-1099531752757-86436135227621376-2199063628970-10057-A-0-1.xs
活佛济公,https://txtest-xp2p.p2p.huya.com/src/1394565208-1394565208-5989611960499437568-2789253872-10057-A-0-1.xs
🔁虎牙娱乐,#genre#
蜡笔小新,https://txtest-xp2p.p2p.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.xs
郭德纲动漫,https://txtest-xp2p.p2p.huya.com/src/1671404305-1671404305-7178626828368609280-3342932066-10057-A-0-1.xs
郭德纲单漫,https://txtest-xp2p.p2p.huya.com/src/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
岳云鹏https://txtest-xp2p.p2p.huya.com/src/1394575567-1394575567-5989656452065656832-2789274590-10057-A-0-1.xs
笑傲江湖,https://txtest-xp2p.p2p.huya.com/src/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1.xs
欢乐喜剧,https://txtest-xp2p.p2p.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1.xs
春晚小品,https://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
极限挑战,https://txtest-xp2p.p2p.huya.com/src/1423782086-1423782086-6115097496000659456-2847687628-10057-A-0-1.xs
薇V陪看,https://txtest-xp2p.p2p.huya.com/src/1199584094118-1199584094118-5532856473631064064-2399168311692-10057-A-0-1.xs
小秋陪看,https://txtest-xp2p.p2p.huya.com/src/1199512561102-1199512561102-5225624509326819328-2399025245660-10057-A-0-1.xs
香菜陪看,https://txtest-xp2p.p2p.huya.com/src/1199513200411-1199513200411-5228370320573857792-2399026524278-10057-A-0-1.xs
蛋蛋陪看,https://txtest-xp2p.p2p.huya.com/src/1766509959-1766509959-7587102501963300864-3533143374-10057-A-0-1.xs
琴琴陪看,https://txtest-xp2p.p2p.huya.com/src/63220890-63220890-271531654974013440-126565236-10057-A-0-1.xs
强仔陪看,https://txtest-xp2p.p2p.huya.com/src/1464533440-1464533440-6290123228698378240-2929190336-10057-A-0-1.xs
🔁虎牙解说,#genre#
科幻梦工厂,https://txtest-xp2p.p2p.huya.com/src/94525224-2682536056-11521404630860824576-3512313440-10057-A-0-1.xs
扁豆电影,https://txtest-xp2p.p2p.huya.com/src/94525224-2703099090-11609722189397360640-4587890396-10057-A-0-1.xs
电影TOP,https://txtest-xp2p.p2p.huya.com/src/94525224-2672048638-11476361513531342848-3153216706-10057-A-0-1.xs
止戈电影,https://txtest-xp2p.p2p.huya.com/src/1199522933703-1199522933703-5270174491396276224-2399045990862-10057-A-0-1.xs
阿斗归来,https://txtest-xp2p.p2p.huya.com/src/94525224-2583571962-11096357083652554752-3503038830-10057-A-0-1.xs
陈翔六点半,https://txtest-xp2p.p2p.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1.xs
余小二解说,https://txtest-xp2p.p2p.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.xs
亮哥讲电影,https://txtest-xp2p.p2p.huya.com/src/94525224-2705821608-11621415315170131968-986759016-10057-A-0-1.xs
力哥电影,https://txtest-xp2p.p2p.huya.com/src/1199557791348-1199557791348-5419886936686854144-2399115706152-10057-A-0-1.xs
狗哥视频,https://txtest-xp2p.p2p.huya.com/src/1199512574006-1199512574006-5225679931584806912-2399025271468-10057-A-0-1.xs
南溪视频,https://txtest-xp2p.p2p.huya.com/src/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
一碗杏仁茶,https://txtest-xp2p.p2p.huya.com/src/1099531752759-1099531752759-86436143817555968-2199063628974-10057-A-0-1.xs
非凡武林,https://txtest-xp2p.p2p.huya.com/src/1279520922847-1279520922847-16817528283867381760-2559041969150-10057-A-0-1.xs
大鱼爱路飞,https://txtest-xp2p.p2p.huya.com/src/1199590495159-1199590495159-5560348735386419200-2399181113774-10057-A-0-1.xs
枫哥影院,https://txtest-xp2p.p2p.huya.com/src/1199579767212-1199579767212-5514272553868197888-2399159657880-10057-A-0-1.xs
DD解说,https://txtest-xp2p.p2p.huya.com/src/1199588542242-1199588542242-5551961020739616768-2399177207940-10057-A-0-1.xs
小丑讲电影,https://txtest-xp2p.p2p.huya.com/src/1199511997436-1199511997436-5223203582290952192-2399024118328-10057-A-0-1.xs
大象放映室,https://txtest-xp2p.p2p.huya.com/src/1199531762115-1199531762115-5308092232211890176-2399063647686-10057-A-0-1.xs
良少聊漫威,https://txtest-xp2p.p2p.huya.com/src/1199582668017-1199582668017-5526731416475271168-2399165459490-10057-A-0-1.xs
好尸直播,https://txtest-xp2p.p2p.huya.com/src/94525224-2702136290-11605586994884771840-4573721796-10057-A-0-1.xs
